time,predict_value1,predict_value2,real
2021-04-14,86.80325976395442,80.17376058335296,92.0
2021-04-15,88.62686800347313,73.03835515500533,82.0
2021-04-16,82.0054965177704,84.28755570197413,96.0
2021-04-17,72.31763001317273,59.10067435395233,61.0
2021-04-18,93.64647706206436,93.75885818982113,157.0
2021-04-19,126.9322350025828,99.26804532364017,137.0
2021-04-20,133.0554732591115,111.99790673928649,116.0
2021-04-21,112.35501026114027,110.09650882131149,116.0
2021-04-22,92.72213138438106,82.12157483643732,115.0
2021-04-23,94.0377625621563,75.37920254462503,113.0
2021-04-24,92.65792876120658,78.0387411317837,102.0
2021-04-25,88.21210628483506,74.46255136591364,92.0
2021-04-26,78.31121000893617,72.34779481817048,79.0
2021-04-27,70.53169564698543,59.88352125733347,63.0
